证券代码,收盘价,RSI(14),网格状态,布林位置,操作建议,加码倍数,20日均振幅%,证券简称
510050,3.209,79.12,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.11,未知
159285,0.924,44.21,正常震荡,中轨下方(看弱),常规网格,1.0x,1.11,未知
510310,4.68,76.12,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.11,未知
513880,1.717,60.0,正常震荡,中轨上方(看强),常规网格,1.0x,1.11,未知
562890,1.371,70.97,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.11,未知
510320,1.278,80.68,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.11,未知
159919,4.966,76.17,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.11,未知
510390,5.32,76.35,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.1,未知
501305,1.253,40.38,正常震荡,中轨下方(看弱),常规网格,1.0x,1.1,未知
510180,4.248,87.86,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.1,未知
513920,1.629,57.25,正常震荡,中轨上方(看强),常规网格,1.0x,1.1,未知
159661,1.444,76.87,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.1,未知
159365,1.063,59.29,正常震荡,中轨上方(看强),常规网格,1.0x,1.1,未知
159910,2.472,80.91,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.1,未知
159699,1.013,49.48,正常震荡,中轨下方(看弱),常规网格,1.0x,1.1,未知
563600,1.076,81.37,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.1,未知
513590,0.918,46.67,正常震荡,中轨下方(看弱),常规网格,1.0x,1.1,未知
560890,1.193,28.26,🔥超卖区,中轨下方(看弱),暂停卖出/分级加码买入,1.5x - 2.0x,1.1,未知
159519,1.702,59.86,正常震荡,中轨上方(看强),常规网格,1.0x,1.1,未知
516560,0.899,70.37,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.09,未知
159635,1.161,85.88,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.09,未知
510680,3.347,79.92,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.09,未知
516460,1.28,69.57,正常震荡,中轨上方(看强),常规网格,1.0x,1.09,未知
159933,3.105,51.55,正常震荡,中轨上方(看强),常规网格,1.0x,1.09,未知
159669,1.097,56.41,正常震荡,中轨上方(看强),常规网格,1.0x,1.09,未知
516950,1.21,79.61,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.09,未知
560180,1.207,77.42,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.08,未知
513520,1.84,62.09,正常震荡,中轨上方(看强),常规网格,1.0x,1.08,未知
159232,1.288,76.84,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.08,未知
159390,1.253,71.55,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.08,未知
501022,2.69,82.74,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.08,未知
510100,3.128,79.66,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.08,未知
512960,1.485,91.47,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.08,未知
515600,1.697,94.24,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.08,未知
517550,0.765,46.3,正常震荡,中轨下方(看弱),常规网格,1.0x,1.07,未知
515710,0.594,51.79,正常震荡,中轨上方(看强),常规网格,1.0x,1.07,未知
159686,1.306,76.61,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.07,未知
510040,1.223,86.36,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.07,未知
501090,1.243,60.24,正常震荡,中轨上方(看强),常规网格,1.0x,1.07,未知
515110,1.672,95.83,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.07,未知
159905,1.858,69.86,正常震荡,中轨上方(看强),常规网格,1.0x,1.07,未知
159201,1.245,82.61,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.07,未知
502048,1.297,74.78,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.06,未知
515170,0.557,50.0,正常震荡,中轨上方(看强),常规网格,1.0x,1.06,未知
561900,1.002,76.25,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.06,未知
159235,1.295,75.79,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.06,未知
563550,1.263,85.71,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.06,未知
501088,0.783,59.76,正常震荡,中轨上方(看强),常规网格,1.0x,1.06,未知
561000,1.327,71.29,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.06,未知
159577,1.507,55.88,正常震荡,中轨下方(看弱),常规网格,1.0x,1.06,未知
516600,0.673,81.25,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.05,未知
516900,0.589,49.06,正常震荡,中轨上方(看强),常规网格,1.0x,1.05,未知
530680,1.208,85.26,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.05,未知
517080,1.032,67.78,正常震荡,中轨上方(看强),常规网格,1.0x,1.05,未知
512180,1.738,78.47,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.05,未知
512550,1.834,68.46,正常震荡,中轨上方(看强),常规网格,1.0x,1.05,未知
510370,1.059,78.21,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.05,未知
159862,0.651,50.0,正常震荡,中轨上方(看强),常规网格,1.0x,1.05,未知
515730,1.045,70.13,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.05,未知
512240,1.182,69.3,正常震荡,中轨上方(看强),常规网格,1.0x,1.05,未知
562350,1.079,52.56,正常震荡,中轨上方(看强),常规网格,1.0x,1.05,未知
515760,1.438,72.12,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.05,未知
512030,1.132,67.89,正常震荡,中轨上方(看强),常规网格,1.0x,1.05,未知
508006,3.673,44.49,正常震荡,中轨上方(看强),常规网格,1.0x,1.05,未知
560330,1.276,58.11,正常震荡,中轨上方(看强),常规网格,1.0x,1.05,未知
159336,1.153,79.73,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.04,未知
501089,1.216,52.13,正常震荡,中轨上方(看强),常规网格,1.0x,1.04,未知
510130,7.325,86.97,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.04,未知
515150,1.582,91.95,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.04,未知
562960,1.111,49.33,正常震荡,中轨上方(看强),常规网格,1.0x,1.04,未知
512250,1.246,67.74,正常震荡,中轨上方(看强),常规网格,1.0x,1.03,未知
159923,2.223,75.23,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.03,未知
159662,1.051,58.23,正常震荡,中轨上方(看强),常规网格,1.0x,1.03,未知
513690,1.087,55.43,正常震荡,中轨上方(看强),常规网格,1.0x,1.03,未知
560580,1.077,49.38,正常震荡,中轨上方(看强),常规网格,1.0x,1.03,未知
513660,3.194,58.93,正常震荡,中轨上方(看强),常规网格,1.0x,1.03,未知
530000,1.452,82.52,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.03,未知
501307,1.25,60.76,正常震荡,中轨上方(看强),常规网格,1.0x,1.03,未知
501312,2.101,61.69,正常震荡,中轨上方(看强),常规网格,1.0x,1.03,未知
512370,1.162,79.82,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.03,未知
159222,1.324,83.67,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.03,未知
563660,1.295,84.13,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.03,未知
501028,1.447,57.5,正常震荡,中轨上方(看强),常规网格,1.0x,1.03,未知
512040,1.192,85.0,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.03,未知
512800,0.808,29.79,🔥超卖区,中轨下方(看弱),暂停卖出/分级加码买入,1.5x - 2.0x,1.03,未知
513390,2.107,52.91,正常震荡,中轨下方(看弱),常规网格,1.0x,1.02,未知
563990,1.286,77.32,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.02,未知
561700,1.074,50.59,正常震荡,中轨上方(看强),常规网格,1.0x,1.02,未知
510630,0.934,60.49,正常震荡,中轨上方(看强),常规网格,1.0x,1.02,未知
512990,2.028,80.46,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.02,未知
520520,1.09,49.09,正常震荡,中轨下方(看弱),常规网格,1.0x,1.02,未知
512820,1.418,30.12,正常震荡,中轨下方(看弱),常规网格,1.0x,1.02,未知
563280,1.411,69.7,正常震荡,中轨上方(看强),常规网格,1.0x,1.02,未知
159913,2.519,76.98,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.02,未知
563580,1.17,74.47,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.02,未知
512700,1.583,29.21,🔥超卖区,中轨下方(看弱),暂停卖出/分级加码买入,1.5x - 2.0x,1.02,未知
159225,1.3,82.61,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.02,未知
560380,1.273,77.24,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.02,未知
159812,9.553,60.74,正常震荡,中轨上方(看强),常规网格,1.0x,1.02,未知
159887,1.319,29.58,🔥超卖区,中轨下方(看弱),暂停卖出/分级加码买入,1.5x - 2.0x,1.01,未知
520660,1.026,48.57,正常震荡,中轨下方(看弱),常规网格,1.0x,1.01,未知
560750,1.338,86.67,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.01,未知
512260,1.95,85.71,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.01,未知
516830,1.035,75.9,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.01,未知
502013,1.447,75.82,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.01,未知
520990,1.0,50.0,正常震荡,中轨下方(看弱),常规网格,1.0x,1.01,未知
159672,0.756,50.0,正常震荡,中轨上方(看强),常规网格,1.0x,1.01,未知
501025,1.63,53.48,正常震荡,中轨下方(看弱),常规网格,1.0x,1.01,未知
515020,1.717,31.37,正常震荡,中轨下方(看弱),常规网格,1.0x,1.0,未知
512160,1.523,81.4,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.0,未知
516310,1.335,27.94,🔥超卖区,中轨下方(看弱),暂停卖出/分级加码买入,1.5x - 2.0x,1.0,未知
561180,1.358,76.98,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.0,未知
159736,0.7,53.97,正常震荡,中轨上方(看强),常规网格,1.0x,1.0,未知
159726,1.32,48.15,正常震荡,中轨下方(看弱),常规网格,1.0x,1.0,未知
159229,1.254,76.84,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.0,未知
510190,4.568,79.26,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.0,未知
159276,1.165,79.78,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.0,未知
515990,1.56,95.42,⚠️超买区,中轨上方(看强),暂停买入/逢高减仓,1.0x,1.0,未知
